
                           PyRate - 20170222

           Bayesian estimation of speciation and extinction
                  rates from fossil occurrence data        

               Daniele Silvestro, Jan Schnitzler et al.
                        pyrate.help@gmail.com




The analysis includes 3215 species (0 were excluded)
Using Gamma priors on the birth-death rates (G_l[1.1,1.1], G_m[1.1,1.1]).


DATA SUMMARY

3215 species included in the data set
2580 species have a single occurrence, 44 species are extant
4828 fossil occurrences (1 replicates), ranging from 307.605 (+/- 0.0) to 0.001 (+/- 0.0) Ma

Taxon	FA	LA
Mongoaphis_maneta	119.846	119.846	
Mongoaphis_oblivia	116.264	116.264	
Mongolocoris_tibialis	126.969	113.318	
Mongonecta_indistincta	123.116	114.143	
Monocoris_membranaceus	116.202	116.202	
Monophlebus_irregularis	35.535	35.535	
Monophlebus_simplex	35.271	35.271	
Monstrocoreus_quadrimaculatus	165.262	161.576	
Montsecocossus_sirerae	129.903	129.903	
Mortalia_martini	144.242	144.242	
Mundopoides_cisthenaria	18.844	18.844	
Mundus_nodosus	270.781	270.781	
Myangadina_longa	119.848	119.848	
Myangadina_nana	123.379	123.379	
Myangadina_tetrops	129.39	124.776	
Myanmezira_longicornis	95.42	95.42	
Myiomma_voigti	35.14	35.14	
Mysidioides_migdisovae	13.152	13.152	
Nabidae	146.118	146.118	
Nabis_gracillima	11.789	11.789	
Nabis_livida	12.218	12.127	
Nabis_lucida	34.173	34.173	
Nabis_maculata	32.332	11.617	
Nabis_vagabunda	12.648	12.648	
Nablusitypus_wafaai	109.633	109.633	
Naibia_zherichini	41.659	41.659	
Naibiidae	42.432	42.432	
Nastlopia_nigra	34.889	34.889	
Naucoridae	215.114	20.664	
Naucoroidea	6.485	6.485	
Neazonia_immatura	127.8	127.8	
Neazonia_imprinta	128.162	128.162	
Neazonia_tripleta	125.925	125.925	
Necanicarbula_shanwangiana	14.969	14.969	
Necrochromus_cockerelli	34.538	34.538	
Necrochromus_labatus	35.412	35.412	
Necrochromus_saxificus	34.934	34.934	
Necrocydnus_amyzonus	35.747	35.747	
Necrocydnus_gosiutensis	46.98	46.98	
Necrocydnus_revectus	34.113	34.113	
Necrocydnus_senior	35.231	35.231	
Necrocydnus_solidatus	37.013	37.013	
Necrocydnus_stygius	34.505	34.505	
Necrocydnus_torpens	37.189	37.189	
Necrocydnus_vulcanius	35.256	35.256	
Necropsylla_rigida	34.5	34.5	
Necropsylla_rigidula	34.296	34.296	
Nectodes_maculatus	159.504	159.504	
Nectonaucoris_lariversi	162.569	162.569	
Necygonus_rotundatus	47.797	47.797	
Neides_oligocenicus	27.506	27.506	
Neimenggucossus_normalis	163.2	163.2	
Neocorum_trivenose	62.824	47.392	
Neomeridium_trifurcum	194.245	191.698	
Neoproxius_latocanus	19.836	19.836	
Neopsylloides_turutanovae	161.154	161.154	
Neoricania_reticulata	45.145	45.145	
Nepa	18.177	18.177	
Nepa_monteilsensis	35.581	35.581	
Nepa_vulcanica	34.203	34.203	
Nepidae	22.328	14.291	
Nepidium_stolones	144.554	140.948	
Nepoidea	150.511	150.511	
Nepomorpha	97.147	97.147	
Neponymphes_godoii	116.874	116.874	
Nerthra_bichelata	97.927	97.927	
Nettelstedtia_breitkreutzi	156.778	156.778	
Netutela_annunciator	84.477	84.477	
Neurobole_ramosa	252.788	252.788	
Neurocoris_elongatus	12.371	12.371	
Neurocoris_rotundatus	12.663	12.173	
Neuroctenus	21.57	21.57	
Neuroctenus_enspelensis	27.98	27.98	
Neuroctenus_incompletus	42.838	42.838	
Neuroctenus_kotejai	47.452	47.452	
Neuroctenus_messelensis	42.207	42.207	
Neuropibrocha_paradunstanioides	269.195	269.195	
Neuropibrocha_ramisubcostalis	269.844	269.844	
Nevaphis_nevadensis	14.766	14.766	
Nevicia_imitans	236.176	233.033	
Newsteadia	17.26	17.26	
Newsteadia_succini	35.491	35.491	
Nezara_latitesta	36.432	36.432	
Nezara_subtropicalis	2.62	2.62	
Nigrosiphum_scholzae	25.191	25.191	
Ningchengia_aspera	160.636	160.636	
Ningchengia_minuta	164.055	164.055	
Nipponoridium_matsuoi	119.925	119.925	
Nipponorthezinella	18.73	18.73	
Niryasaburnia_burmitina	98.137	98.137	
Nisocercopis_validis	44.111	44.111	
Nitoculus_regillus	166.042	166.042	
Nogodina_chiapaneca	22.925	22.925	
Nogodinidae	51.057	51.057	
Nonescyta_mala	233.638	229.402	
Nordaphis_sukatchevae	98.841	98.841	
Normarkicoccus_cambayae	54.865	54.865	
Notobitiella_perpetis	15.656	15.656	
Notobitus_halarus	12.934	12.934	
Notonecta	125.313	19.553	
Notonecta_(Paranecta)_unifasciata	0.009	0.009	extant
Notonecta_cantalensis	1.982	1.982	
Notonecta_mazzoniae	123.94	113.854	
Notonecta_primaeva	28.118	25.085	
Notonecta_vetula	120.102	120.102	
Notonecta_xyphiale	127.028	92.258	
Notonectidae	177.632	2.918	
Notonectites_elterleini	150.329	145.074	
Notonectopsis_sinica	113.906	113.906	
Nuuraphis_gemma	123.437	123.437	
Nyctophylax_vigil	34.018	34.018	
Nyktalos_uhleri	34.424	34.424	
Nysius	2.578	2.578	
Oblongomorpha_lutetia	42.199	42.199	
Ochyrocoris_electrina	37.407	37.407	
Odrowazicoris_polonicus	201.16	201.16	
Oeclidius_browni	15.662	15.662	
Oeclidius_salaco	19.809	19.809	
Oeclixius_amphion	17.835	17.835	
Oisedicus_maginus	52.114	52.114	
Olgamartynovia_parallela	192.857	192.496	
Oliarites_terrentula	46.64	46.64	
Oliarus	20.471	19.46	
Oliarus_kulickae	18.61	18.61	
Oliarus_oligocenus	34.228	34.228	
Oligacanchus_damiaoense	121.468	121.468	
Oligocallis_debilis	34.153	34.153	
Oligocallis_hakolampii	35.158	35.158	
Oligocallis_larssoni	35.403	35.403	
Oligocallis_saltatorius	36.089	36.089	
Oligocixia_electrina	19.484	19.484	
Oligocoris_bidentata	37.297	36.308	
Oligogypona_haupti	26.69	26.69	
Oligoidiocerus_pronotumalis	28.355	28.355	
Oligonila_defectuosa	31.495	31.495	
Oligonila_foersteri	32.897	32.897	
Oligopenthimia_ovalis	23.418	23.418	
Oligosaldina_aquatilis	25.354	25.354	
Oligosaldina_rhenana	23.27	23.27	
Oligosaldina_rottensis	23.918	23.918	
Oncocephalus_astutus	14.515	14.515	
Oncotympana_lapidescens	14.898	14.898	
Onokhoia_onokhoiensis	117.025	117.025	
Ophthalmocoris_liassicus	182.01	182.01	
Orbitaphis_minor	50.233	50.233	
Ordralfabetix_sirophatanis	52.201	52.201	
Orienicydnus_hongi	127.891	127.891	
Originicorizus_pyriformis	165.838	165.838	
Ormenis_devinctus	63.065	63.065	
Ormenis_furcata	54.943	54.943	
Oropentatoma_epichara	129.913	129.913	
Orthoprosbole_congesta	257.547	257.547	
Orthoprosbole_triangularis	255.595	255.595	
Orthoscytina	253.602	253.602	
Orthoscytina_belmontensis	253.517	253.517	
Orthoscytina_dubitata	253.32	253.32	
Orthoscytina_iljinskiensis	266.116	266.116	
Orthoscytina_indistincta	253.657	253.657	
Orthoscytina_irregularis	252.97	252.97	
Orthoscytina_longifurcata	265.775	265.775	
Orthoscytina_mitchelli	252.722	252.722	
Orthoscytina_obliqua	252.694	252.611	
Orthoscytina_pallida	270.574	268.238	
Orthoscytina_pincombei	252.703	252.703	
Orthoscytina_quinquemedia	253.507	253.507	
Orthoscytina_skoki	268.359	265.825	
Orthoscytina_sokolovensis	257.015	257.015	
Orthoscytina_subcostalis	254.012	254.012	
Orthoscytina_suchovi	271.765	271.765	
Orthoscytina_surijokovensis	267.9	267.9	
Orthoscytina_tetraneura	253.573	253.573	
Orthriocorisa_longipes	35.49	35.49	
Otroacizzia_prosapia	18.016	18.016	
Otroacizzia_tertia	20.436	20.436	
Ovalocoris_parva	3.133	3.133	
Ovicimex_laiyangensis	122.606	122.606	
Oviparosiphum_jakovlevi	121.477	121.477	
Ovojassus_concavifer	117.713	117.713	
Ovojassus_minor	121.704	121.704	
Oxyproctus_relictus	15.309	15.309	
Pachycoridium_letum	121.697	121.697	
Pachycoris_burmeisteri	12.627	12.627	
Pachycoris_escheri	12.141	11.73	
Pachycoris_germari	12.683	12.503	
Pachycoris_protogaeus	12.25	12.25	
Pachymeridiidae	207.525	189.709	
Pachymeridium_dubium	182.683	182.683	
Pachymerus_antiquus	33.021	26.887	
Pachymerus_bisignatus	12.571	12.571	
Pachymerus_coloratus	34.997	34.997	
Pachymerus_detectus	30.245	30.245	
Pachymerus_grassei	3.29	3.29	
Pachymerus_heeri	27.834	27.834	
Pachymerus_morio	11.681	11.681	
Pachymerus_oblongus	12.391	12.391	
Pachymerus_obsoletus	12.623	12.623	
Pachymerus_petrensis	47.441	47.441	
Pachymerus_senius	37.906	37.906	
Pachypsyche_vidali	129.258	127.574	
Paenicotechys_fossilis	94.861	94.861	
Paernis_gregorius	34.835	34.835	
Palaeoaphididae	113.175	113.175	
Palaeoaphidiella_abdominalis	78.967	78.967	
Palaeoaphis_archimedia	82.829	82.563	
Palaeoaphis_armani	81.539	81.539	
Palaeoaphis_incognita	86.043	86.043	
Palaeocicadopsis_chinensis	278.603	278.603	
Palaeocoris_spectabilis	11.72	11.72	
Palaeocossus_giganteus	185.688	185.688	
Palaeocossus_jurassicus	176.32	176.32	
Palaeoforda_tajmyrensis	85.469	85.469	
Palaeogerris	52.043	52.043	
Palaeogerris_furensis	53.689	47.82	
Palaeogerris_grandis	55.325	47.854	
Palaeogerris_mikkelseni	52.592	51.86	
Palaeogreenidea_rittae	14.143	14.143	
Palaeoleptus_burmanicus	95.415	95.415	
Palaeometra_madseni	55.532	55.532	
Palaeomyrmex_prodromus	199.423	199.423	
Palaeonewsteadia_huaniae	37.905	37.905	
Palaeontina_oolitica	166.491	166.491	
Palaeontinidae	190.191	174.812	
Palaeontinodes	122.62	122.62	
Palaeontinodes_angarensis	182.124	182.124	
Palaeontinodes_chengdeensis	161.197	161.197	
Palaeontinodes_daohugouensis	160.98	160.98	
Palaeontinodes_haifanggouensis	158.795	158.795	
Palaeontinodes_locellus	159.104	159.104	
Palaeontinodes_minor	187.073	187.073	
Palaeontinodes_reshuitangensis	163.719	157.339	
Palaeontinodes_separatus	163.947	163.947	
Palaeontinodes_shabarovi	185.794	163.508	
Palaeontinopsis_arcuatus	185.461	185.461	
Palaeontinopsis_latipennis	190.066	163.085	
Palaeontinopsis_liaoxiensis	159.389	159.389	
Palaeontinopsis_maximus	175.16	175.16	
Palaeontinopsis_sinensis	163.969	163.969	
Palaeophlebus_hoffeinorum	37.59	36.922	
Palaeophlebus_kotejai	37.86	37.86	
Palaeophyllaphis	35.155	35.155	
Palaeophyllaphis_brevirostris	36.72	36.72	
Palaeophyllaphis_incisa	36.049	36.049	
Palaeophyllaphis_longirostris	37.876	37.435	
Palaeophyllaphis_spaercki	37.465	35.76	
Palaeophylloxera_seilacheri	18.288	18.288	
Palaeoptysma_venosa	54.623	54.623	
Palaeoscytina_sibirica	269.495	269.495	
Palaeosiphon_hirsutum	37.439	35.111	
Palaeosteingelia	126.08	126.08	
Palaeosteingelia_acrai	126.463	126.463	
Palaeosteingelia_caudata	128.0	128.0	
Palaeothelaxes_setosa	35.116	35.116	
Palaeotupo_danieleae	125.552	125.552	
Palaeovicia_incerta	253.797	253.797	
Palaphrodes	49.632	49.632	
Palaphrodes_cincta	35.52	34.202	
Palaphrodes_irregularis	36.14	34.41	
Palaphrodes_obliqua	36.114	36.114	
Palaphrodes_obscura	36.172	34.247	
Palaphrodes_transversa	34.788	34.788	
Palecphora	50.416	50.416	
Palecphora_communis	37.029	33.938	
Palecphora_inornata	34.414	34.414	
Palecphora_maculata	34.907	34.907	
Palecphora_marvinei	35.371	35.371	
Palecphora_patefacta	49.13	49.13	
Palecphora_praevalens	36.968	34.67	
Paleocader	36.826	36.826	
Paleocader_avitus	35.898	35.898	
Paleocader_gusenleitnerorum	35.953	35.953	
Paleocader_quinquecarinatus	34.03	34.03	
Paleocader_strictus	35.57	35.125	
Paleodoris_lattini	17.478	17.478	
Paleofroeschnerius_magnus	39.624	39.624	extant
Paleoploiariola_venosa	17.483	17.483	
Paleopsylloides_anglica	36.029	36.029	
Paleopsylloides_exhumatus	35.783	35.783	
Paleopsylloides_oligocaenica	36.276	36.276	
Paleoscytina_brevistigma	283.5	283.5	
Pallicoris_firmis	169.356	169.356	
Palomena_serresi	26.736	26.736	
Panirena_sukatshevae	150.359	150.359	
Panirena_tenella	167.817	167.817	
Panstrongylus_hispaniolae	16.151	16.151	
Papilioncossus_conchatus	164.332	164.332	
Papilioncossus_giganteus	159.025	159.025	
Papilioncossus_pteroideus	157.878	157.878	
Paracarsonus_aphrodoides	120.879	120.879	
Paracicadetta_oligocenica	24.176	24.176	
Paracicadopsis_mendezalzolai	286.354	286.354	
Paradasynus_venustus	13.901	13.901	
Paradunstania_affinis	212.091	212.091	
Parafitopteryx_duarteae	26.535	26.535	
Parafulgoridium_simplex	182.388	182.388	
Paraknightia_magnifica	253.888	253.888	
Paralienates_hyalinus	20.007	20.007	
Paramesus	13.524	13.524	
Parapermopsylla_tricubita	289.676	289.676	
Parapryg_alogus	252.442	252.442	
Parascenia_weitschati	36.163	36.163	
Parasinalda_baltica	37.922	34.547	
Parasinalda_froeschneri	35.567	35.567	
Parasinalda_groehni	34.117	34.117	
Paratesum_rasnitsyni	37.335	37.335	
Paratettigarcta_zealandica	16.467	16.467	
Parawonnacottella_araripensis	114.798	114.798	
Parawonnacottella_penneyi	114.003	114.003	
Parazetekella_eocenica	48.683	48.683	
Parodarmistus_abscissus	36.827	36.827	
Parodarmistus_caducus	34.747	34.747	
Parodarmistus_collisus	35.22	35.22	
Parodarmistus_defectus	35.668	35.668	
Parodarmistus_exanimatus	34.128	34.128	
Parodarmistus_inhibitus	34.331	34.331	
Paropia_fortivenosa	23.809	23.809	
Parvaverrucosa_annulata	94.692	94.692	
Patollo_aestiorum	34.979	34.979	
Patollo_natangorum	34.487	34.487	
Patulopes	117.836	117.836	
Patulopes_myndoides	118.902	118.902	
Patulopes_setosa	122.321	122.321	
Pauropentacoris_macrurata	120.097	120.097	
Pauropsylloides_jurassica	164.189	164.189	
Pavlostysia_wunderlichi	34.925	34.925	
Pedicellicoccus_marginatus	94.567	94.567	
Pelonecta_solnhofeni	150.339	150.339	
Pelorisca_connectens	235.671	235.671	
Pemphigus_bursifex	12.342	12.342	
Penaphis_circa	124.345	124.345	
Penaphis_nanligezhuangensis	122.979	122.979	
Penaphis_woollardi	136.203	130.432	
Pennygullania	129.78	129.78	
Pennygullania_electrina	127.138	127.138	
Pentatoma	12.344	12.344	
Pentatoma_antiquum	12.617	12.617	
Pentatoma_appendiculatum	11.683	11.683	
Pentatoma_boettgeri	12.649	12.649	
Pentatoma_boreale	59.251	59.251	
Pentatoma_chambonensis	2.775	2.775	
Pentatoma_fatale	33.619	33.619	
Pentatoma_kinkelini	14.164	14.164	
Pentatoma_lividum	11.898	11.898	
Pentatoma_longiceps	12.525	12.525	
Pentatoma_magna	3.116	3.116	
Pentatoma_morloti	12.199	12.199	
Pentatoma_pictum	12.235	12.235	
Pentatoma_rigosum	31.536	31.536	
Pentatoma_schaurothi	0.007	0.007	
Pentatoma_stigmatum	11.974	11.974	
Pentatoma_venosum	31.328	31.328	
Pentatoma_vetustum	11.751	11.751	
Pentatomidae	117.56	1.84	
Pentatominae	27.549	23.149	
Pentatomites_acourti	35.709	35.709	
Pentatomites_foliarum	33.939	33.939	
Pentatomites_sibiricus	17.338	17.338	
Pentatomoidea	26.362	26.362	
Pentatomoides_atratus	3.399	2.59	
Pentatomoides_echinodes	3.437	3.437	
Pereboria_bella	268.388	268.388	
Peregrinpachymeridium_comitcola	164.715	164.715	
Perforissus_muiri	93.092	90.158	
Perissovena_heidiae	253.079	253.079	
Peritrechus	2.305	2.305	
Perkunus_sudoviorum	37.06	35.694	
Permagra_distincta	253.171	253.171	
Permaleurodes_rotundatum	266.07	266.07	
Permaphidopsis_sojanensis	269.241	269.241	
Permelania_permiana	253.417	253.417	
Permobrachus_dubia	252.186	252.186	
Permobrachus_magnus	252.307	252.307	
Permocapitus_globulus	253.491	253.491	
Permocentrus_trivenulata	254.119	254.119	
Permocephalus_knighti	252.952	252.865	
Permocicada	271.18	252.764	
Permocicada_beipiaoensis	164.761	164.761	
Permocicada_borealis	270.451	270.451	
Permocicada_coriacea	270.916	270.916	
Permocicada_curtipennis	269.459	269.459	
Permocicada_elliptica	272.291	271.027	
Permocicada_idelensis	272.142	270.249	
Permocicada_incompleta	270.712	270.712	
Permocicada_integra	270.709	270.25	
Permocicada_kuznetskiensis	269.809	269.809	
Permocicada_nigrita	270.871	269.002	
Permocicada_nigronervosa	271.941	269.027	
Permocicada_perlata	269.601	269.601	
Permocicada_pusilla	271.093	269.132	
Permocicada_similis	271.784	271.784	
Permocicada_simulatrix	272.221	269.715	
Permocicada_subangustata	257.163	257.163	
Permocicada_sublata	269.861	269.861	
Permocicada_subtruncata	269.854	269.794	
Permocicada_thompsoni	252.973	252.973	
Permocicada_triramosa	271.647	271.626	
Permocicada_umbrata	272.092	272.092	
Permocicadopsis_aberrans	271.879	269.409	
Permocicadopsis_angustata	271.901	269.4	
Permocicadopsis_insignis	271.955	271.955	
Permocicadopsis_letopalensis	269.725	269.725	
Permocixiella_venosa	254.658	254.658	
Permocixius_kazanensis	269.668	269.668	
Permodiphthera_robusta	254.111	254.111	
Permodiphtheroides_dubitans	270.94	270.94	
Permododa_membracoides	271.045	271.045	
Permodunstania_prosboloides	272.27	272.27	
Permofulgor_belmontensis	253.903	252.376	
Permoglyphis_belmontensis	253.213	253.213	
Permojassula_australis	253.172	253.172	
Permojassus_australis	252.463	252.463	
Permojassus_dubius	252.37	252.37	
Permolamproptera_grandis	270.668	270.668	
Permopibrocha_ramosa	269.841	269.841	
Permopsylla	285.941	285.941	
Permopsylla_americana	287.144	279.976	
Permopsylla_anomala	287.623	287.623	
Permopsylla_grandis	288.61	281.928	
Permopsylla_kuznetskiensis	269.269	269.269	
Permopsylla_melanostigmata	271.5	271.5	
Permopsylla_minuta	287.821	284.682	
Permopsylla_permiana	285.868	282.127	
Permopsyllidium_affine	253.612	252.315	
Permopsyllidium_australense	252.727	252.727	
Permopsyllidium_evansi	254.066	254.066	
Permopsyllidium_lesclansis	284.713	284.713	
Permopsyllidium_mitchelli	252.647	252.647	
Permopsyllidium_quadrimediatum	253.521	253.521	
Permopsyllidium_scytinopteroides	252.559	252.559	
Permopsyllidium_stanleyi	253.354	253.354	
Permopsyllopsis_rossica	277.298	277.298	
Permoscarta_mitchelli	257.206	257.206	
Permothrips_longipennis	268.588	268.588	
Permovicia_obscura	253.748	253.748	
Persephonocoris_kulickae	36.229	35.997	
Perunus_bruziorum	35.39	35.39	
Pervestigia_fumosa	269.224	269.224	
Pervestigia_veteris	273.706	270.438	
Petiolaphioides_shandongensis	118.971	118.971	
Petiolaphis_laiyangensis	119.574	119.574	
Petrolystra_gigantea	36.294	36.294	
Petrolystra_heros	33.938	33.938	
Phatnoma_madagascariensis	0.01	0.01	
Phatnoma_mattijoae	18.571	18.571	
Philagra_karaganensis	15.369	15.369	
Philagra_kudiana	19.625	19.625	
Phlepsius_weissmanae	20.38	20.38	
Phloeocoris_monstrosus	12.072	12.072	
Phragmatoecicossus_shurabensis	185.712	185.712	
Phragmatoecites_damesi	175.449	175.449	
Phrudopamera_chittendeni	36.561	36.561	
Phrudopamera_wilsoni	35.18	35.18	
Phthinocoris_colligatus	35.971	35.971	
Phthinocoris_languidus	34.76	34.76	
Phthinocoris_lethargicus	36.843	36.843	
Phthinocoris_petraeus	35.883	35.883	
Phylinae	37.471	37.471	
Phyllotexta_latens	234.626	228.141	
Phymacysta_stysi	18.591	18.591	
Phytocoris	36.304	36.304	
Phytocoris_balticus	33.979	33.979	
Phytocoris_euglotta	36.255	36.255	
Phytocoris_poissoni	23.957	23.957	
Phytocoris_sendelii	35.144	35.144	
Piesma_rotunda	34.933	34.933	
Piezocoris_compactilis	36.489	36.489	
Piezocoris_peremptus	36.422	36.422	
Piezocoris_peritus	35.33	35.33	
Pincombea	252.274	252.274	
Pincombea_davisia	253.769	253.769	
Pincombea_media	254.054	253.955	
Pincombea_minuta	252.65	252.65	
Pincombea_mirabilis	254.131	253.759	
Pincombea_parvifurcata	253.118	253.118	
Pionosomus_pusillus	23.938	23.938	
Pirates_oeningensis	12.624	12.624	
Pityococcus_moniliformalis	34.791	34.791	
Plachutella	189.97	189.97	
Plachutella_derupta	189.628	189.628	
Plachutella_exculpta	192.359	192.359	
Plachutella_ivanovi	180.127	180.127	
Plachutella_magica	159.54	159.54	
Plachutella_picta	162.567	162.567	
Plachutella_rotundata	190.58	190.58	
Plachutella_sibirica	178.985	178.985	
Plachutella_vitripennis	183.078	183.078	
Plachutella_zhouyingziensis	163.675	163.675	
Planophlebia_gigantea	54.957	54.957	
Platycorypha_carabeus	16.655	16.655	
Platycorypha_olima	13.992	13.992	
Platyjassites	113.356	113.356	
Platyjassites_inflatifrons	113.518	113.518	
Platymeris_insignis	34.493	34.493	
Platypedia_primigenia	34.623	34.623	
Platypleura	32.625	32.625	
Platyscytinella_paradoxa	224.669	213.372	
Plecophlebus_nebulosus	95.547	95.547	
Plinachtus_fossilis	15.74	15.74	
Plioaphis_subhercynica	3.281	3.281	
Pochazoides_multinervis	0.008	0.008	
Pochazoides_szwedoi	0.001	0.001	
Poecilocapsus_fremontii	36.459	35.526	
Poecilocapsus_ostentus	36.544	35.127	
Poecilocapsus_tabidus	36.988	36.988	
Poecilocapsus_veterandus	37.051	37.051	
Poecilocapsus_veternosus	36.59	36.59	
Poecilocoris_rottensis	25.568	25.568	
Poeocera_nassata	35.253	35.253	
Poeocera_pristina	35.056	35.056	
Poliocoris_amnesis	35.756	35.756	
Polioschistus_lapidarius	35.854	35.854	
Polioschistus_ligatus	34.209	34.209	
Poliosphageus_psychrus	35.53	35.53	
Poljanka	165.98	157.395	
Poljanka_hirsuta	159.624	159.624	
Poljanka_kukalovae	165.561	165.561	
Poljanka_sharovi	164.747	164.747	
Poljanka_shurabensis	190.391	190.391	
Poljanka_strigosa	158.848	158.848	
Poljanka_ventriculosa	161.116	158.902	
Polychaitocallis_ovata	51.534	51.534	
Popovigocimex_yurii	230.277	230.277	
Popovophysa_entzmingeri	75.423	71.585	
Popovus_pygmaeus	120.212	118.977	
Positocoris_angustus	123.128	123.128	
Positocoris_intermedius	132.489	124.433	
Positocoris_longirostris	125.106	125.106	
Positocoris_minimus	122.893	122.893	
Positocoris_sibiricus	123.006	118.024	
Positrona_shcherbakovi	37.005	37.005	
Postopsyllidium_emilyae	91.156	91.156	
Postopsyllidium_rebeccae	98.738	98.738	
Poteschistus_obnubilus	36.777	36.777	
Potrerillia_nervosa	229.112	229.112	
Praecoris_dominicana	20.368	20.368	
Praenotochilus_parallelus	27.905	27.905	
Precinara_minutissima	14.926	14.926	
Pricecoris_beckerae	118.223	118.223	
Primipentatoma_fangi	120.492	120.492	
Primipentatoma_peregrina	127.401	123.578	
Primpalaeoaphis_khotontensis	124.177	124.177	
Prinecphora_balteata	34.853	34.268	
Prisciba_dominicana	18.087	18.087	
Prisciba_serrata	17.064	17.064	
Priscoflata_subvexa	60.111	60.111	
Pristinochterus_ovatus	129.259	124.059	
Pristinochterus_zhangi	127.478	117.357	
Probascanion_megacephalum	182.897	182.897	
Procercopidae	182.647	121.759	
Procercopina_asiatica	184.111	184.111	
Procercopina_delicata	190.995	190.995	
Procercopina_frenzeli	182.509	182.509	
Procercopina_thailandica	170.304	170.304	
Procercopis_abscissa	182.694	182.694	
Procercopis_alutacea	182.607	182.607	
Procercopis_completa	182.452	182.452	
Procercopis_coriacea	182.488	182.488	
Procercopis_debilis	182.498	182.498	
Procercopis_jurassica	182.593	182.593	
Procercopis_lacerata	182.021	182.021	
Procercopis_liasina	182.709	182.709	
Procercopis_longipennis	199.511	199.511	
Procercopis_shawanensis	201.144	201.144	
Procercopis_similis	182.48	182.48	
Procercopis_wunnenbergi	182.997	182.997	
Procoris_bechleri	36.148	36.148	
Procoris_sanctaejohannis	34.422	34.422	
Procrophius_communis	36.577	36.577	
Procrophius_costalis	34.529	34.529	
Procrophius_languens	34.671	34.671	
Procydnus_devictus	34.319	34.319	
Procydnus_divexus	35.346	35.346	
Procydnus_eatoni	34.253	34.253	
Procydnus_mamillanus	46.97	34.288	
Procydnus_pronus	35.252	35.252	
Procydnus_quietus	35.767	35.767	
Procydnus_reliquus	36.986	36.986	
Procydnus_vesperus	36.191	36.191	
Procymophyes	16.595	16.595	
Procymophyes_lithax	16.167	16.167	
Procymus_cockerelli	34.046	34.046	
Proerrhomus	115.224	112.067	
Proerrhomus_rugosus	116.798	116.798	
Proeurotica	35.616	35.616	
Proeurotica_arcana	34.278	34.278	
Proeurotica_inanima	36.888	36.888	
Proeurotica_paulula	34.505	34.505	
Progonocimex_jurassicus	182.446	182.446	
Progonocimex_liasinus	182.561	182.561	
Progonocimicidae	198.64	117.025	
Progonocoris_pictus	182.565	182.565	
Prolygaeus_inundatus	35.431	35.431	
Prolystra_lithographica	150.346	145.219	
Pronabis_utroquelaesus	182.804	182.804	
Proneoproxius_cornutus	16.056	16.056	
Pronotaphanus_minor	123.546	123.546	
Propatrix_psylloides	270.634	270.634	
Propentacora_froeschneri	14.482	14.482	
Propoissonia_beskonakensis	22.047	22.047	
Propreocoris_maculatus	196.058	196.058	
Propritergum_opimum	129.373	125.788	
Proptilocerus_dolosus	37.784	34.052	
Proptilocnemus	34.375	34.375	
Proptilocnemus_longispinus	34.591	34.591	
Prosbole	275.083	269.219	
Prosbole_affinis	268.93	268.93	
Prosbole_biexcisa	269.961	269.961	
Prosbole_brevialata	271.322	271.322	
Prosbole_cellulifera	269.684	269.684	
Prosbole_curvimarginata	269.844	269.844	
Prosbole_dilatata	271.656	269.563	
Prosbole_dio	277.36	277.36	
Prosbole_elongata	270.796	269.072	
Prosbole_garrici	272.998	272.998	
Prosbole_hirsuta	270.749	269.172	
Prosbole_incerta	271.544	271.544	
Prosbole_indistincta	269.408	269.408	
Prosbole_iratiensis	274.853	274.853	
Prosbole_ivagorae	272.109	270.146	
Prosbole_jucunda	271.278	269.501	
Prosbole_kaltanica	269.373	269.373	
Prosbole_longialata	271.593	271.593	
Prosbole_nodosa	269.636	269.636	
Prosbole_ovalis	269.156	269.156	
Prosbole_permocicadoides	271.484	270.008	
Prosbole_propinqua	271.857	271.857	
Prosbole_reducta	272.185	270.12	
Prosbole_similis	271.055	271.055	
Prosbole_sojanensis	271.67	270.29	
Prosbole_zekkeli	272.006	272.006	
Prosbolecicada_gondwanica	279.239	279.239	
Prosbolidae	259.146	259.146	
Prosbolidinella_riorastensis	252.486	252.486	
Prosbolomorpha_clara	235.403	235.403	
Prosboloneura_colorata	269.808	269.808	
Prosboloneura_kondomensis	272.167	271.313	
Prosboloneura_marginatoides	271.4	271.4	
Prosboloneura_nigripenna	269.043	269.043	
Prosbolopsis	272.076	270.09	
Prosbolopsis_ovalis	271.839	268.825	
Prostemma_oeningensis	12.057	12.057	
Protabanus_chaoyangensis	159.498	159.498	
Protenor_imbecillis	37.003	37.003	
Protepiptera_kaweckii	37.699	34.818	
Protepiptera_reticulata	34.522	34.522	
Protobacillometra_oligocenica	23.65	23.65	
Protochlorotettix_calico	16.412	16.22	
Protocoris_indistinctus	200.692	200.692	
Protocoris_insignis	198.488	198.488	
Protocoris_planus	200.616	200.616	
Protodelphax	113.432	113.432	
Protodelphax_chamus	112.655	112.655	
Protodelphax_macroceps	121.062	121.062	
Protodelphax_miles	117.377	117.377	
Protodelphax_rhinion	118.415	118.415	
Protodikraneura_cephalica	37.266	37.266	
Protodikraneura_ferraria	36.127	36.127	
Protodikraneura_nasti	35.031	35.031	
